name,slug,description,price,sale_price,category_id,material,origin,style,stock,image_url,filter_color,filter_material,filter_construction,filter_pattern,filter_weave,dim1_label,dim1_width,dim1_length,dim1_shape,dim1_price,dim1_sale_price,dim1_stock,dim1_default,dim2_label,dim2_width,dim2_length,dim2_shape,dim2_price,dim2_sale_price,dim2_stock,dim2_default,dim3_label,dim3_width,dim3_length,dim3_shape,dim3_price,dim3_sale_price,dim3_stock,dim3_default,colors
"Shaggy Polyester Shaggy-polyester-60",shaggy-polyester-60,"Exquisite Shaggy Polyester featuring intricate patterns woven by skilled artisans in China. Premium Jute construction ensures lasting beauty.",14592,,4,Jute,China,Industrial,25,,"Beige, Ivory, Teal",Jute,Knotted,Abstract,Indian,"8' Round",8,8,round,14592,12403,17,yes,,,,,,,,,,,,,,,,,"Purple: #800080, Gray: #808080, Mustard: #ffdb58, Gold: #c9a227"
"Moroccan Boucherouite Moroccan-boucherouite-61",moroccan-boucherouite-61,"Luxurious Moroccan Boucherouite handcrafted in Afghanistan. Rich textures and patterns in Wool & Silk make this a statement piece for Bohemian decor.",5825,,6,"Wool & Silk",Afghanistan,Bohemian,27,,Blue,"Wool & Silk",Flatweave,Geometric,Persian,"5' Round",5,5,round,5825,,16,yes,"9' x 12'",9,12,rectangular,17496,,6,no,,,,,,,,,"Brown: #8b4513"
"Wool Tufted Wool-tufted-62",wool-tufted-62,"Exquisite Wool Tufted featuring intricate patterns woven by skilled artisans in Morocco. Premium 100% Wool construction ensures lasting beauty.",5575,,3,"100% Wool",Morocco,Transitional,22,,"Gray, Purple, Terracotta","100% Wool",Machine-Made,Abstract,Turkish,"5' Round",5,5,round,5575,,12,yes,"8' Round",8,8,round,7040,,19,no,,,,,,,,,"Rust: #b7410e, Blue: #0000ff, Brown: #8b4513"
"Industrial Recycled Industrial-recycled-63",industrial-recycled-63,"Stunning Industrial Recycled from Egypt, crafted using traditional techniques with Faux Fur. Adds elegance to any Traditional space.",4275,,4,"Faux Fur",Egypt,Traditional,30,,Black,"Faux Fur",Knotted,Floral,Indian,"5' Round",5,5,round,4275,3634,14,yes,"10' x 14'",10,14,rectangular,29540,25109,9,no,,,,,,,,,"Red: #ff0000"
"Persian Kerman Persian-kerman-64",persian-kerman-64,"Beautiful Persian Kerman rug hand-crafted in Afghanistan. Made from premium Viscose with exceptional detail and durability. Perfect for Traditional interiors.",12906,,3,Viscose,Afghanistan,Traditional,11,,Gold,Viscose,Hand-Knotted,Floral,Persian,"6' x 9'",6,9,rectangular,12906,,10,yes,"4' x 6'",4,6,rectangular,4680,,19,no,"10' x 14'",10,14,rectangular,33880,,8,no,"Blush: #de5d83, Terracotta: #e2725b, Purple: #800080"
"Coastal Solid Coastal-solid-65",coastal-solid-65,"Luxurious Coastal Solid handcrafted in China. Rich textures and patterns in Polyester make this a statement piece for Modern decor.",33180,,7,Polyester,China,Modern,14,,"Ivory, Gray, Sage",Polyester,Braided,Striped,Modern,"10' x 14'",10,14,rectangular,33180,28203,7,yes,"8' Round",8,8,round,11648,9901,4,no,"5' Round",5,5,round,5600,,4,no,"Sage: #9dc183"
"Vintage Mahal Vintage-mahal-66",vintage-mahal-66,"Authentic Vintage Mahal rug made in Iran from high-quality Wool. Timeless design for Rustic homes.",11613,,8,Wool,Iran,Rustic,3,,"Emerald, Terracotta",Wool,Machine-Made,Distressed,Traditional,"7' Round",7,7,round,11613,9871,3,yes,"2' x 8'",2,8,runner,1776,,15,no,,,,,,,,,"Tan: #d2b48c, Ivory: #fffff0, Black: #000000"
"Indo-Kashan Indo-kashan-67",indo-kashan-67,"Exquisite Indo-Kashan featuring intricate patterns woven by skilled artisans in India. Premium Jute construction ensures lasting beauty.",11016,,4,Jute,India,Traditional,21,,"Blush, Sage",Jute,Hand-Knotted,Abstract,Tibetan,"9' x 12'",9,12,rectangular,11016,,9,yes,"6' x 9'",6,9,rectangular,8856,,19,no,"8' Round",8,8,round,8512,,16,no,"Orange: #ffa500, White: #ffffff, Mustard: #ffdb58, Charcoal: #36454f"
"Silk Qum Silk-qum-68",silk-qum-68,"Stunning Silk Qum from Pakistan, crafted using traditional techniques with Faux Fur. Adds elegance to any Traditional space.",2610,,7,"Faux Fur",Pakistan,Traditional,20,,"Navy Blue","Faux Fur",Braided,Floral,Casual,"3' x 5'",3,5,rectangular,2610,,18,yes,"5' x 7'",5,7,rectangular,8680,,8,no,"4' x 6'",4,6,rectangular,5280,,9,no,"Red: #ff0000, Mustard: #ffdb58, Ivory: #fffff0"
"Vintage Tabriz Vintage-tabriz-69",vintage-tabriz-69,"Beautiful Vintage Tabriz rug hand-crafted in Egypt. Made from premium Polyester with exceptional detail and durability. Perfect for Coastal interiors.",3100,,7,Polyester,Egypt,Coastal,18,,"Orange, Blush",Polyester,Hand-Woven,Distressed,Persian,"2' x 10'",2,10,runner,3100,,10,yes,,,,,,,,,,,,,,,,,"Black: #000000, Gold: #c9a227, Rust: #b7410e"
"Bohemian Pattern Bohemian-pattern-70",bohemian-pattern-70,"Exquisite Bohemian Pattern featuring intricate patterns woven by skilled artisans in Tibet. Premium Wool construction ensures lasting beauty.",1944,,4,Wool,Tibet,Tribal,18,,"Navy Blue, Orange",Wool,Hand-Woven,Floral,Turkish,"4' x 6'",4,6,rectangular,1944,,9,yes,,,,,,,,,,,,,,,,,"Gray: #808080, Teal: #008080"
"Jute Natural Jute-natural-71",jute-natural-71,"Authentic Jute Natural rug made in Iran from high-quality Chenille. Timeless design for Tribal homes.",8400,,7,Chenille,Iran,Tribal,14,,Burgundy,Chenille,Hand-Knotted,Medallion,Tibetan,"5' x 7'",5,7,rectangular,8400,,6,yes,"4' x 6'",4,6,rectangular,2424,,14,no,"2' x 8'",2,8,runner,3664,,20,no,"Red: #ff0000, Green: #008000, Tan: #d2b48c"
"Bohemian Woven Bohemian-woven-72",bohemian-woven-72,"Beautiful Bohemian Woven rug hand-crafted in USA. Made from premium Silk with exceptional detail and durability. Perfect for Contemporary interiors.",9288,7895,5,Silk,USA,Contemporary,6,,"Navy Blue, Cream, Blush",Silk,Knotted,Botanical,Moroccan,"6' x 9'",6,9,rectangular,9288,7895,12,yes,"8' x 10'",8,10,rectangular,11600,,3,no,,,,,,,,,"Brown: #8b4513, Gray: #808080"
"Turkish Yahyali Turkish-yahyali-73",turkish-yahyali-73,"Authentic Turkish Yahyali rug made in Turkey from high-quality Faux Fur. Timeless design for Bohemian homes.",12636,,4,"Faux Fur",Turkey,Bohemian,23,,"Red, Black","Faux Fur",Hand-Woven,Medallion,Turkish,"9' x 12'",9,12,rectangular,12636,10741,3,yes,"2' x 10'",2,10,runner,3660,,7,no,,,,,,,,,"Gray: #808080"
"Sisal Herringbone Sisal-herringbone-74",sisal-herringbone-74,"Stunning Sisal Herringbone from Pakistan, crafted using traditional techniques with Cotton. Adds elegance to any Glam space.",29120,,6,Cotton,Pakistan,Glam,10,,"Teal, Green, Blush",Cotton,Machine-Made,Geometric,Moroccan,"10' x 14'",10,14,rectangular,29120,,15,yes,"5' x 7'",5,7,rectangular,6020,,20,no,,,,,,,,,"White: #ffffff, Green: #008000"
"Egyptian Ziegler Egyptian-ziegler-75",egyptian-ziegler-75,"Stunning Egyptian Ziegler from Pakistan, crafted using traditional techniques with Natural Wool. Adds elegance to any Transitional space.",7700,,7,"Natural Wool",Pakistan,Transitional,4,,Ivory,"Natural Wool",Flatweave,Striped,Persian,"5' x 7'",5,7,rectangular,7700,,7,yes,,,,,,,,,,,,,,,,,"Orange: #ffa500, Blush: #de5d83"
"Scandinavian Geometric Scandinavian-geometric-76",scandinavian-geometric-76,"Exquisite Scandinavian Geometric featuring intricate patterns woven by skilled artisans in India. Premium 100% Wool construction ensures lasting beauty.",4608,,4,"100% Wool",India,Bohemian,10,,"Burgundy, Red","100% Wool",Hand-Knotted,Paisley,Traditional,"3' x 12'",3,12,runner,4608,,2,yes,,,,,,,,,,,,,,,,,"Emerald: #50c878, Terracotta: #e2725b, Cream: #f5f0e8, Burgundy: #800020"
"Art Deco Geometric Art-deco-geometric-77",art-deco-geometric-77,"Stunning Art Deco Geometric from Bangladesh, crafted using traditional techniques with 100% Wool. Adds elegance to any Bohemian space.",4360,,4,"100% Wool",Bangladesh,Bohemian,16,,Emerald,"100% Wool",Braided,Medallion,Turkish,"2' x 10'",2,10,runner,4360,,15,yes,,,,,,,,,,,,,,,,,"Purple: #800080, Rust: #b7410e, Red: #ff0000, Orange: #ffa500"
"Indian Agra Indian-agra-78",indian-agra-78,"Stunning Indian Agra from Nepal, crafted using traditional techniques with Bamboo Silk. Adds elegance to any Rustic space.",28700,,8,"Bamboo Silk",Nepal,Rustic,30,,"Rust, White, Blush","Bamboo Silk",Hooked,Border,Indian,"10' x 14'",10,14,rectangular,28700,24395,15,yes,"2' x 8'",2,8,runner,2224,,4,no,,,,,,,,,"Purple: #800080, Emerald: #50c878, Gray: #808080, Brown: #8b4513"
"Chinese Peking Chinese-peking-79",chinese-peking-79,"Luxurious Chinese Peking handcrafted in Nepal. Rich textures and patterns in Cotton make this a statement piece for Bohemian decor.",18560,,7,Cotton,Nepal,Bohemian,28,,Rust,Cotton,Hand-Tufted,Distressed,Traditional,"8' x 10'",8,10,rectangular,18560,15776,9,yes,"7' Round",7,7,round,9653,,19,no,"9' x 12'",9,12,rectangular,21384,,11,no,"Sage: #9dc183, Ivory: #fffff0"
"Tibetan Lotus Tibetan-lotus-80",tibetan-lotus-80,"Stunning Tibetan Lotus from Tibet, crafted using traditional techniques with Silk. Adds elegance to any Coastal space.",11556,,6,Silk,Tibet,Coastal,4,,"Ivory, Orange, Tan",Silk,Braided,Botanical,Indian,"9' x 12'",9,12,rectangular,11556,,6,yes,"8' Round",8,8,round,7104,,6,no,,,,,,,,,"Burgundy: #800020, Navy Blue: #1a2744, Red: #ff0000"
"Jute Boucle Jute-boucle-81",jute-boucle-81,"Beautiful Jute Boucle rug hand-crafted in India. Made from premium Seagrass with exceptional detail and durability. Perfect for Glam interiors.",2490,,5,Seagrass,India,Glam,26,,"Beige, Red",Seagrass,Knotted,Geometric,Moroccan,"3' x 5'",3,5,rectangular,2490,,2,yes,"8' x 10'",8,10,rectangular,19280,,9,no,"2' x 10'",2,10,runner,3160,,4,no,"Burgundy: #800020, Mustard: #ffdb58"
"Abstract Expression Abstract-expression-82",abstract-expression-82,"Luxurious Abstract Expression handcrafted in India. Rich textures and patterns in Jute make this a statement piece for Coastal decor.",24220,20587,8,Jute,India,Coastal,3,,"Blue, Black",Jute,Hooked,Medallion,Moroccan,"10' x 14'",10,14,rectangular,24220,,13,yes,"2' x 8'",2,8,runner,1600,,8,no,,,,,,,,,"Brown: #8b4513, Burgundy: #800020"
"Modern Striped Modern-striped-83",modern-striped-83,"Authentic Modern Striped rug made in Afghanistan from high-quality Wool & Silk. Timeless design for Contemporary homes.",9504,8078,7,"Wool & Silk",Afghanistan,Contemporary,6,,"Gold, Tan, Blush","Wool & Silk",Hand-Woven,Geometric,Traditional,"6' x 9'",6,9,rectangular,9504,,5,yes,,,,,,,,,,,,,,,,,"Teal: #008080, White: #ffffff, Gray: #808080"
"Seagrass Border Seagrass-border-84",seagrass-border-84,"Authentic Seagrass Border rug made in Pakistan from high-quality Wool & Silk. Timeless design for Rustic homes.",2805,,8,"Wool & Silk",Pakistan,Rustic,10,,"Gold, Gray, Purple","Wool & Silk",Hooked,Medallion,Modern,"3' x 5'",3,5,rectangular,2805,,12,yes,"2' x 10'",2,10,runner,3740,,3,no,"5' Round",5,5,round,4325,,15,no,"Cream: #f5f0e8"
"Industrial Rubber Back Industrial-rubber-back-85",industrial-rubber-back-85,"Stunning Industrial Rubber Back from Nepal, crafted using traditional techniques with Cotton. Adds elegance to any Glam space.",3705,,8,Cotton,Nepal,Glam,7,,"Ivory, Teal, Gray",Cotton,Braided,Medallion,Moroccan,"3' x 5'",3,5,rectangular,3705,,11,yes,"8' x 10'",8,10,rectangular,12880,10948,12,no,,,,,,,,,"Red: #ff0000"
"Persian Tabriz Persian-tabriz-86",persian-tabriz-86,"Exquisite Persian Tabriz featuring intricate patterns woven by skilled artisans in Bangladesh. Premium Faux Fur construction ensures lasting beauty.",3840,,7,"Faux Fur",Bangladesh,Modern,6,,"Navy Blue, Brown, Blue","Faux Fur",Flatweave,Paisley,Traditional,"2' x 8'",2,8,runner,3840,,12,yes,"6' x 9'",6,9,rectangular,8964,7619,6,no,,,,,,,,,"Emerald: #50c878, White: #ffffff, Purple: #800080"
"Farmhouse Braided Farmhouse-braided-87",farmhouse-braided-87,"Luxurious Farmhouse Braided handcrafted in Turkey. Rich textures and patterns in Polyester make this a statement piece for Glam decor.",2680,,5,Polyester,Turkey,Glam,17,,Charcoal,Polyester,Hand-Knotted,Floral,Turkish,"2' x 10'",2,10,runner,2680,,15,yes,"5' Round",5,5,round,2925,,18,no,"5' x 7'",5,7,rectangular,7245,,18,no,"Blue: #0000ff, Sage: #9dc183, Teal: #008080"
"Solid Shag Solid-shag-88",solid-shag-88,"Luxurious Solid Shag handcrafted in Iran. Rich textures and patterns in Natural Wool make this a statement piece for Rustic decor.",1950,,7,"Natural Wool",Iran,Rustic,23,,"Gray, Red, White","Natural Wool",Hooked,Distressed,Moroccan,"3' x 5'",3,5,rectangular,1950,1658,2,yes,"10' x 14'",10,14,rectangular,16940,,7,no,"5' Round",5,5,round,3300,2805,5,no,"Red: #ff0000, Green: #008000, Brown: #8b4513"
"Solid Plush Solid-plush-89",solid-plush-89,"Exquisite Solid Plush featuring intricate patterns woven by skilled artisans in Bangladesh. Premium Chenille construction ensures lasting beauty.",22680,19278,3,Chenille,Bangladesh,Bohemian,28,,"Teal, Red, Sage",Chenille,Hooked,Border,Indian,"10' x 14'",10,14,rectangular,22680,,9,yes,"2' x 10'",2,10,runner,1840,1564,16,no,"5' Round",5,5,round,2600,,14,no,"Gold: #c9a227, Mustard: #ffdb58, Blue: #0000ff"
"Persian Mashad Persian-mashad-90",persian-mashad-90,"Exquisite Persian Mashad featuring intricate patterns woven by skilled artisans in China. Premium Bamboo Silk construction ensures lasting beauty.",9664,,7,"Bamboo Silk",China,Tribal,7,,"Beige, Green, Black","Bamboo Silk",Hand-Woven,Distressed,Turkish,"8' Round",8,8,round,9664,8214,12,yes,,,,,,,,,,,,,,,,,"Emerald: #50c878, Charcoal: #36454f, Tan: #d2b48c"
"Abstract Expression Abstract-expression-91",abstract-expression-91,"Beautiful Abstract Expression rug hand-crafted in Bangladesh. Made from premium Natural Wool with exceptional detail and durability. Perfect for Vintage interiors.",10098,,6,"Natural Wool",Bangladesh,Vintage,13,,Purple,"Natural Wool",Braided,Abstract,Modern,"6' x 9'",6,9,rectangular,10098,,13,yes,"2' x 8'",2,8,runner,3600,,20,no,"7' Round",7,7,round,6076,,18,no,"White: #ffffff, Blush: #de5d83, Red: #ff0000"
"Turkish Sumak Turkish-sumak-92",turkish-sumak-92,"Exquisite Turkish Sumak featuring intricate patterns woven by skilled artisans in USA. Premium Wool & Silk construction ensures lasting beauty.",21492,,5,"Wool & Silk",USA,Industrial,23,,"Emerald, Terracotta","Wool & Silk",Knotted,Striped,Traditional,"9' x 12'",9,12,rectangular,21492,,6,yes,,,,,,,,,,,,,,,,,"Ivory: #fffff0, Black: #000000, Tan: #d2b48c, Terracotta: #e2725b"
"Modern Chevron Modern-chevron-93",modern-chevron-93,"Authentic Modern Chevron rug made in Nepal from high-quality Bamboo Silk. Timeless design for Industrial homes.",4776,,7,"Bamboo Silk",Nepal,Industrial,5,,Emerald,"Bamboo Silk",Hooked,Floral,Tibetan,"4' x 6'",4,6,rectangular,4776,4060,4,yes,"2' x 8'",2,8,runner,1968,1673,12,no,,,,,,,,,"Mustard: #ffdb58, Gold: #c9a227"
"Moroccan Boucherouite Moroccan-boucherouite-94",moroccan-boucherouite-94,"Luxurious Moroccan Boucherouite handcrafted in Nepal. Rich textures and patterns in Wool make this a statement piece for Tribal decor.",6370,,5,Wool,Nepal,Tribal,4,,Rust,Wool,Knotted,Distressed,Casual,"5' x 7'",5,7,rectangular,6370,,2,yes,,,,,,,,,,,,,,,,,"Purple: #800080, Black: #000000, Beige: #d4c4b0, Mustard: #ffdb58"
"Art Deco Abstract Art-deco-abstract-95",art-deco-abstract-95,"Exquisite Art Deco Abstract featuring intricate patterns woven by skilled artisans in Pakistan. Premium Seagrass construction ensures lasting beauty.",10692,,5,Seagrass,Pakistan,Contemporary,14,,"Rust, Burgundy, White",Seagrass,Knotted,Floral,Turkish,"9' x 12'",9,12,rectangular,10692,9088,14,yes,"8' Round",8,8,round,12480,,16,no,,,,,,,,,"Tan: #d2b48c"
"Persian Mashad Persian-mashad-96",persian-mashad-96,"Authentic Persian Mashad rug made in Bangladesh from high-quality Bamboo Silk. Timeless design for Contemporary homes.",3735,,5,"Bamboo Silk",Bangladesh,Contemporary,9,,"Teal, Brown, Blue","Bamboo Silk",Braided,Paisley,Moroccan,"3' x 5'",3,5,rectangular,3735,,3,yes,"2' x 10'",2,10,runner,1760,,16,no,"3' x 12'",3,12,runner,5472,4651,2,no,"Ivory: #fffff0, Blush: #de5d83"
"Scandinavian Minimal Scandinavian-minimal-97",scandinavian-minimal-97,"Authentic Scandinavian Minimal rug made in Morocco from high-quality Faux Fur. Timeless design for Glam homes.",2760,,6,"Faux Fur",Morocco,Glam,3,,"Ivory, Tan","Faux Fur",Hand-Tufted,Border,Casual,"3' x 5'",3,5,rectangular,2760,2346,4,yes,"7' Round",7,7,round,4312,,2,no,,,,,,,,,"Blue: #0000ff"
"Chenille Striped Chenille-striped-98",chenille-striped-98,"Exquisite Chenille Striped featuring intricate patterns woven by skilled artisans in China. Premium Seagrass construction ensures lasting beauty.",7920,,7,Seagrass,China,Transitional,30,,"Emerald, Sage, Terracotta",Seagrass,Hand-Knotted,Solid,Modern,"8' x 10'",8,10,rectangular,7920,,13,yes,"10' x 14'",10,14,rectangular,24920,,12,no,,,,,,,,,"Orange: #ffa500, Teal: #008080"
"Overdyed Vintage Overdyed-vintage-99",overdyed-vintage-99,"Beautiful Overdyed Vintage rug hand-crafted in USA. Made from premium Jute with exceptional detail and durability. Perfect for Tribal interiors.",2325,,5,Jute,USA,Tribal,3,,Orange,Jute,Braided,Paisley,Traditional,"3' x 5'",3,5,rectangular,2325,,10,yes,"5' x 7'",5,7,rectangular,6195,,8,no,,,,,,,,,"Beige: #d4c4b0, Rust: #b7410e"
"Afghan Khal Mohammadi Afghan-khal-mohammadi-100",afghan-khal-mohammadi-100,"Beautiful Afghan Khal Mohammadi rug hand-crafted in Nepal. Made from premium Jute with exceptional detail and durability. Perfect for Modern interiors.",6762,5748,6,Jute,Nepal,Modern,30,,"Brown, Purple, Terracotta",Jute,Knotted,Geometric,Turkish,"7' Round",7,7,round,6762,,12,yes,,,,,,,,,,,,,,,,,"Teal: #008080"
"Chinese Peking Chinese-peking-101",chinese-peking-101,"Stunning Chinese Peking from Pakistan, crafted using traditional techniques with 100% Wool. Adds elegance to any Bohemian space.",1888,,7,"100% Wool",Pakistan,Bohemian,15,,"Cream, Gray","100% Wool",Flatweave,Floral,Persian,"2' x 8'",2,8,runner,1888,,3,yes,"3' x 12'",3,12,runner,7056,,13,no,"8' x 10'",8,10,rectangular,15600,,4,no,"Blush: #de5d83, Burgundy: #800020"
"Persian Isfahan Persian-isfahan-102",persian-isfahan-102,"Beautiful Persian Isfahan rug hand-crafted in India. Made from premium Chenille with exceptional detail and durability. Perfect for Bohemian interiors.",11904,,4,Chenille,India,Bohemian,16,,Purple,Chenille,Hand-Tufted,Paisley,Modern,"8' Round",8,8,round,11904,,8,yes,"3' x 12'",3,12,runner,6516,,14,no,"2' x 8'",2,8,runner,2736,,11,no,"Tan: #d2b48c, Black: #000000"
"Solid Shag Solid-shag-103",solid-shag-103,"Beautiful Solid Shag rug hand-crafted in Afghanistan. Made from premium Faux Fur with exceptional detail and durability. Perfect for Glam interiors.",2784,2366,7,"Faux Fur",Afghanistan,Glam,23,,"Gold, Blue","Faux Fur",Braided,Geometric,Moroccan,"4' x 6'",4,6,rectangular,2784,,14,yes,"7' Round",7,7,round,6174,5248,19,no,"10' x 14'",10,14,rectangular,21280,,4,no,"Orange: #ffa500, Navy Blue: #1a2744"
"Persian Kerman Persian-kerman-104",persian-kerman-104,"Stunning Persian Kerman from Nepal, crafted using traditional techniques with Wool & Silk. Adds elegance to any Traditional space.",7693,6539,7,"Wool & Silk",Nepal,Traditional,8,,"Cream, Blush","Wool & Silk",Hand-Tufted,Floral,Indian,"7' Round",7,7,round,7693,6539,15,yes,,,,,,,,,,,,,,,,,"Gold: #c9a227, White: #ffffff"
"Persian Isfahan Persian-isfahan-105",persian-isfahan-105,"Beautiful Persian Isfahan rug hand-crafted in Pakistan. Made from premium Cotton with exceptional detail and durability. Perfect for Tribal interiors.",2712,2305,8,Cotton,Pakistan,Tribal,26,,Sage,Cotton,Hand-Knotted,Botanical,Turkish,"4' x 6'",4,6,rectangular,2712,2305,10,yes,,,,,,,,,,,,,,,,,"Teal: #008080, Brown: #8b4513, Mustard: #ffdb58"
"Jute Natural Jute-natural-106",jute-natural-106,"Beautiful Jute Natural rug hand-crafted in Egypt. Made from premium Wool with exceptional detail and durability. Perfect for Traditional interiors.",7350,6248,6,Wool,Egypt,Traditional,25,,Gold,Wool,Hooked,Paisley,Indian,"7' Round",7,7,round,7350,,10,yes,"8' Round",8,8,round,6720,,14,no,"6' x 9'",6,9,rectangular,4374,,2,no,"Mustard: #ffdb58, Cream: #f5f0e8"
"Distressed Oushak Distressed-oushak-107",distressed-oushak-107,"Exquisite Distressed Oushak featuring intricate patterns woven by skilled artisans in India. Premium Chenille construction ensures lasting beauty.",28840,,8,Chenille,India,Vintage,9,,Red,Chenille,Hand-Knotted,Medallion,Persian,"10' x 14'",10,14,rectangular,28840,24514,2,yes,,,,,,,,,,,,,,,,,"Orange: #ffa500, Burgundy: #800020"
"Moroccan Boucherouite Moroccan-boucherouite-108",moroccan-boucherouite-108,"Beautiful Moroccan Boucherouite rug hand-crafted in USA. Made from premium Polyester with exceptional detail and durability. Perfect for Vintage interiors.",5975,,4,Polyester,USA,Vintage,8,,"Charcoal, Orange, Mustard",Polyester,Hooked,Geometric,Casual,"5' Round",5,5,round,5975,,15,yes,"6' x 9'",6,9,rectangular,8964,7619,6,no,,,,,,,,,"Sage: #9dc183, Navy Blue: #1a2744, Gray: #808080, Burgundy: #800020"
"Modern Trellis Modern-trellis-109",modern-trellis-109,"Exquisite Modern Trellis featuring intricate patterns woven by skilled artisans in Afghanistan. Premium Seagrass construction ensures lasting beauty.",2775,,8,Seagrass,Afghanistan,Transitional,10,,"Navy Blue, Gray, Orange",Seagrass,Hand-Knotted,Solid,Casual,"5' Round",5,5,round,2775,,17,yes,,,,,,,,,,,,,,,,,"Terracotta: #e2725b, Brown: #8b4513"
"Moroccan Boucherouite Moroccan-boucherouite-110",moroccan-boucherouite-110,"Exquisite Moroccan Boucherouite featuring intricate patterns woven by skilled artisans in Tibet. Premium Silk construction ensures lasting beauty.",2775,2359,8,Silk,Tibet,Transitional,5,,"Red, Purple, Mustard",Silk,Hand-Knotted,Paisley,Tibetan,"3' x 5'",3,5,rectangular,2775,,13,yes,"5' Round",5,5,round,3225,,15,no,,,,,,,,,"Charcoal: #36454f, Navy Blue: #1a2744"
"Jute Braided Jute-braided-111",jute-braided-111,"Authentic Jute Braided rug made in China from high-quality Bamboo Silk. Timeless design for Modern homes.",23868,,5,"Bamboo Silk",China,Modern,24,,"Emerald, Sage","Bamboo Silk",Flatweave,Abstract,Modern,"9' x 12'",9,12,rectangular,23868,,4,yes,"3' x 5'",3,5,rectangular,2940,,3,no,"4' x 6'",4,6,rectangular,1992,,18,no,"Emerald: #50c878, Cream: #f5f0e8, Beige: #d4c4b0, White: #ffffff"
"Chenille Striped Chenille-striped-112",chenille-striped-112,"Beautiful Chenille Striped rug hand-crafted in Turkey. Made from premium Polyester with exceptional detail and durability. Perfect for Industrial interiors.",6464,,3,Polyester,Turkey,Industrial,25,,Red,Polyester,Hand-Knotted,Medallion,Persian,"8' Round",8,8,round,6464,,8,yes,"2' x 8'",2,8,runner,3504,,12,no,,,,,,,,,"Brown: #8b4513, Red: #ff0000, Ivory: #fffff0"
"Persian Gabbeh Persian-gabbeh-113",persian-gabbeh-113,"Authentic Persian Gabbeh rug made in USA from high-quality Polyester. Timeless design for Coastal homes.",11809,10038,8,Polyester,USA,Coastal,14,,"Teal, Blush, Terracotta",Polyester,Braided,Geometric,Tibetan,"7' Round",7,7,round,11809,,11,yes,,,,,,,,,,,,,,,,,"Cream: #f5f0e8, Emerald: #50c878"
"Pakistani Peshawar Pakistani-peshawar-114",pakistani-peshawar-114,"Luxurious Pakistani Peshawar handcrafted in Iran. Rich textures and patterns in Natural Wool make this a statement piece for Coastal decor.",2920,,7,"Natural Wool",Iran,Coastal,27,,"Gray, Green, Blush","Natural Wool",Hand-Woven,Striped,Turkish,"2' x 10'",2,10,runner,2920,,10,yes,,,,,,,,,,,,,,,,,"Beige: #d4c4b0, Emerald: #50c878, White: #ffffff, Mustard: #ffdb58"
"Indian Jaipur Indian-jaipur-115",indian-jaipur-115,"Exquisite Indian Jaipur featuring intricate patterns woven by skilled artisans in Tibet. Premium Viscose construction ensures lasting beauty.",5076,,3,Viscose,Tibet,Industrial,11,,"Purple, Tan",Viscose,Machine-Made,Botanical,Indian,"6' x 9'",6,9,rectangular,5076,,15,yes,"8' x 10'",8,10,rectangular,17920,,12,no,"5' x 7'",5,7,rectangular,3430,,2,no,"Gray: #808080, Terracotta: #e2725b"
"Coastal Stripe Coastal-stripe-116",coastal-stripe-116,"Luxurious Coastal Stripe handcrafted in Bangladesh. Rich textures and patterns in Microfiber make this a statement piece for Rustic decor.",6480,5508,6,Microfiber,Bangladesh,Rustic,12,,"Brown, Black, White",Microfiber,Flatweave,Floral,Traditional,"6' x 9'",6,9,rectangular,6480,,10,yes,"5' x 7'",5,7,rectangular,5635,,5,no,,,,,,,,,"Blue: #0000ff, Ivory: #fffff0, Blush: #de5d83, Gold: #c9a227"
"Southwestern Chimayo Southwestern-chimayo-117",southwestern-chimayo-117,"Beautiful Southwestern Chimayo rug hand-crafted in USA. Made from premium Wool with exceptional detail and durability. Perfect for Rustic interiors.",10800,,5,Wool,USA,Rustic,29,,Purple,Wool,Hooked,Geometric,Modern,"6' x 9'",6,9,rectangular,10800,,17,yes,"2' x 10'",2,10,runner,4780,,3,no,"8' x 10'",8,10,rectangular,17520,,6,no,"Black: #000000"
"Persian Tabriz Persian-tabriz-118",persian-tabriz-118,"Exquisite Persian Tabriz featuring intricate patterns woven by skilled artisans in USA. Premium Sisal construction ensures lasting beauty.",6517,,5,Sisal,USA,Tribal,26,,"Brown, Terracotta, Mustard",Sisal,Hand-Tufted,Medallion,Traditional,"7' Round",7,7,round,6517,,13,yes,"5' Round",5,5,round,5875,,17,no,,,,,,,,,"Cream: #f5f0e8, Teal: #008080"
"Persian Heriz Persian-heriz-119",persian-heriz-119,"Luxurious Persian Heriz handcrafted in Nepal. Rich textures and patterns in Natural Wool make this a statement piece for Bohemian decor.",2304,,3,"Natural Wool",Nepal,Bohemian,7,,Gold,"Natural Wool",Knotted,Botanical,Traditional,"2' x 8'",2,8,runner,2304,,13,yes,"10' x 14'",10,14,rectangular,14420,,15,no,"3' x 5'",3,5,rectangular,3660,,10,no,"Emerald: #50c878, Black: #000000"
