name,slug,description,price,sale_price,category_id,material,origin,style,stock,image_url,filter_color,filter_material,filter_construction,filter_pattern,filter_weave,dim1_label,dim1_width,dim1_length,dim1_shape,dim1_price,dim1_sale_price,dim1_stock,dim1_default,dim2_label,dim2_width,dim2_length,dim2_shape,dim2_price,dim2_sale_price,dim2_stock,dim2_default,dim3_label,dim3_width,dim3_length,dim3_shape,dim3_price,dim3_sale_price,dim3_stock,dim3_default,colors
"Park Avenue",park,"The intricate and diverse designs found in the Manhattan Rug Series are in a league of their own. Carefully crafted with hand-carded wool and some with hand-spun silk, these finely woven designs are inspired by elements from antique Ottoman, Egyptian and Asian textiles and offer an incredible aesthetic value rare in hand-knotted carpets.",83.6,,7.0,Wool,India,Transitional,1,,Ebony,Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4514.4,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,6688.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9028.8,,1.0,no,Ebony:#B0ABA0
Axel,axel,"The Nordic Rug Collection embodies the age-old concept of sophistication through simplicity. Hand-knotted with New Zealand wool, these versatile Nordic Rugs have an innately organic quality. The high-low effect of their pile offers texture and visual appeal. Further, the Natural Ivory and Natural Black color-ways use 100% natural un-dyed yarn, offering a modern spin on traditional rug-making.",52.8,,7.0,Wool,India,Modern,1,,"Ivory - Brown",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,2851.2,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,4224.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,5702.4,,1.0,no,"Ivory - Brown:#F4F0E6"
Frida,frida,"The Nordic Rug Collection embodies the age-old concept of sophistication through simplicity. Hand-knotted with New Zealand wool, these versatile Nordic Rugs have an innately organic quality. The high-low effect of their pile offers texture and visual appeal. Further, the Natural Ivory and Natural Black color-ways use 100% natural un-dyed yarn, offering a modern spin on traditional rug-making.",52.8,,7.0,Wool,India,Modern,1,,"Natural Ivory Grey",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,2851.2,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,4224.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,5702.4,,1.0,no,"Natural Ivory Grey:#F4F0E6"
Halle,halle,"The Nordic Rug Collection embodies the age-old concept of sophistication through simplicity. Hand-knotted with New Zealand wool, these versatile Nordic Rugs have an innately organic quality. The high-low effect of their pile offers texture and visual appeal. Further, the Natural Ivory and Natural Black color-ways use 100% natural un-dyed yarn, offering a modern spin on traditional rug-making.",52.8,,7.0,Wool,India,Modern,1,,"Blue - Ivory",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,2851.2,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,4224.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,5702.4,,1.0,no,"Blue - Ivory:#3A6EA8"
Pandora,pandora,"The Olympic Rug Collection is crafted to look and feel like an antique Persian rug that’s been handed down for generations. From the texture of the wool to the colors chosen, much attention to detail has been put into this line to bring these decorative designs to life.",74.8,,7.0,Wool,India,Transitional,1,,"Mushroom Sage",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4039.2,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5984.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,8078.4,,1.0,no,"Mushroom Sage:#9CAF88"
Agadir,agadir,"Our fine hand knotted carpets are all woven in Nepal in the traditional Tibetan manner using fixed frame vertical looms. This style of weaving allows us to develop an endless variety of textures as we integrate and mix multiple pile heights, areas of loop pile, flat weave and tweeded pile combinations within the same carpet.",88.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Snowfall, Stone","Solution Dyed Nylon","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4752.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,7040.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9504.0,,1.0,no,"Snowfall:#B0ABA0, Stone:#B0ABA0"
Bali,bali,"Our fine hand knotted carpets are all woven in Nepal in the traditional Tibetan manner using fixed frame vertical looms. This style of weaving allows us to develop an endless variety of textures as we integrate and mix multiple pile heights, areas of loop pile, flat weave and tweeded pile combinations within the same carpet.",88.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Beach, Graphite, Marine","Solution Dyed Nylon","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4752.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,7040.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9504.0,,1.0,no,"Beach:#B0ABA0, Graphite:#B0ABA0, Marine:#B0ABA0"
Bengal,bengal,"Our fine hand knotted carpets are all woven in Nepal in the traditional Tibetan manner using fixed frame vertical looms. This style of weaving allows us to develop an endless variety of textures as we integrate and mix multiple pile heights, areas of loop pile, flat weave and tweeded pile combinations within the same carpet.",88.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Beach, Marine, Saffron","Solution Dyed Nylon","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4752.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,7040.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9504.0,,1.0,no,"Beach:#B0ABA0, Marine:#B0ABA0, Saffron:#B0ABA0"
Coins,coins,"Our fine hand knotted carpets are all woven in Nepal in the traditional Tibetan manner using fixed frame vertical looms. This style of weaving allows us to develop an endless variety of textures as we integrate and mix multiple pile heights, areas of loop pile, flat weave and tweeded pile combinations within the same carpet.",88.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Bleached Linen, Denim, Stone","Solution Dyed Nylon","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4752.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,7040.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9504.0,,1.0,no,"Bleached Linen:#B0ABA0, Denim:#B0ABA0, Stone:#B0ABA0"
Fans,fans,"Our fine hand knotted carpets are all woven in Nepal in the traditional Tibetan manner using fixed frame vertical looms. This style of weaving allows us to develop an endless variety of textures as we integrate and mix multiple pile heights, areas of loop pile, flat weave and tweeded pile combinations within the same carpet.",88.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Cloud, Flax, Smoke","Solution Dyed Nylon","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4752.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,7040.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9504.0,,1.0,no,"Cloud:#B0ABA0, Flax:#B0ABA0, Smoke:#B0ABA0"
Flowstone,flowstone,"Our fine hand knotted carpets are all woven in Nepal in the traditional Tibetan manner using fixed frame vertical looms. This style of weaving allows us to develop an endless variety of textures as we integrate and mix multiple pile heights, areas of loop pile, flat weave and tweeded pile combinations within the same carpet.",88.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Flax, Glacier, Mineral","Solution Dyed Nylon","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4752.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,7040.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,9504.0,,1.0,no,"Flax:#B0ABA0, Glacier:#B0ABA0, Mineral:#B0ABA0"
Bleached,bleached,"Our fine quality Nepalese flat weave rugs are all hand woven in the traditional manner on horizontal ground looms. The fine weave structure produces soft refined texture. We play a subtle mixture of our SDA colors which creates depth and color movement in the flat weaves we produce.",49.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email",Flax,"Solution Dyed Nylon","Hand Woven Flat Weave",,,"6' x 9'",6.0,9.0,rectangular,2646.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,3920.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,5292.0,,1.0,no,Flax:#B0ABA0
"Darwin Ribb",darwin,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email",White,"Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,White:#FFFFFF
"Dash Ribb",dash,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email",White,"Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,White:#FFFFFF
"Dylan Ribb",dylan,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email",Silver,"Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,Silver:#C0C0C0
"Frame Ribb",frame,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email",Mist,"Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,Mist:#B0ABA0
"Grid A",grid,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Washed Denim","Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,"Washed Denim:#B0ABA0"
"Grid A Ribb",grid,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email",Denim,"Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,Denim:#B0ABA0
Interlock,interlock,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Bleached Sand","Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,"Bleached Sand:#D9C7A3"
"Interlock Ribb",interlock,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Bleached Sand","Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,"Bleached Sand:#D9C7A3"
"Key Beach",key,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email",Glacier,"Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,Glacier:#B0ABA0
"Key Ribb Beach",key,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email",Glacier,"Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,Glacier:#B0ABA0
"Links Ribb",links,"Parasol Hand Woven carpets are all woven by Nepali artisans using hand operated looms. These carpets can be woven as bespoke area rugs or as custom hand-woven broadlooms for wall-to-wall installations.",66.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Bleached Sand","Solution Dyed Nylon","Hand Loomed",,,"6' x 9'",6.0,9.0,rectangular,3564.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5280.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7128.0,,1.0,no,"Bleached Sand:#D9C7A3"
"Lozenge Rep",lozenge,"Our fine quality Nepalese flat weave rugs are all hand woven in the traditional manner on horizontal ground looms. The fine weave structure produces soft refined texture. We play a subtle mixture of our SDA colors which creates depth and color movement in the flat weaves we produce.",49.0,,9.0,"Solution Dyed Nylon",Nepal,Modern,1,"Photo sent via email","Denim Flat, Dunes Flat, Granite Flat","Solution Dyed Nylon","Hand Woven Flat Weave",,,"6' x 9'",6.0,9.0,rectangular,2646.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,3920.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,5292.0,,1.0,no,"Denim Flat:#B0ABA0, Dunes Flat:#B0ABA0, Granite Flat:#B0ABA0"
Adana,adana,"Vibrant pops of popular designer colors bring a modern update to the motifs and patterns found in this heirloom-worthy collection of classic Oushak rug designs. Meticulously hand knotted using a combination of premium hand-spun wool and SilketteÔ yarns, this collection reaches a new level of fashion chic through fresh, cutting-edge color palettes.",46.25,,7.0,Wool,India,Traditional,1,https://kalaty.com/productimages/large/AA-896_1602616207.jpg,Oatmeal/Ivory,Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,2497.5,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,3700.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,4995.0,,1.0,no,Oatmeal/Ivory:#B0ABA0
Amalfi,amalfi,"Influenced by classic Oushak designs and other timeless motifs, this high-end collection speaks to today’s sophisticated décor tastes through harmonious combinations of pattern and carefully curated fashion-forward color palettes. Meticulously hand knotted using 100% premium hand-spun wool, each of these stylish rugs features a zero pile for today’s sought-after vintage look.",70.0,,7.0,Wool,India,Traditional,1,https://kalaty.com/productimages/large/AF1281_1684873500.jpg,"Charcoal Grey/Antique Indigo",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3780.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7560.0,,1.0,no,"Charcoal Grey/Antique Indigo:#36454F"
Celine,celine,"Stylish “broken” designs and motifs fused with modern fashion colorways elevate the allure of each rug found in this exceptional updated-traditional low-pile collection. Meticulously hand knotted using premium hand-spun wool yarns.",65.0,,7.0,Wool,India,Traditional,1,https://kalaty.com/productimages/large/CE1323_1705511898.jpg,"Vintage Greys",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3510.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5200.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7020.0,,1.0,no,"Vintage Greys:#B0ABA0"
Horizons,horizons,"A fresh modern idiom is apparent in these traditional patterns thanks to special tonal erased effects and an intricate high-low texture. This high-quality collection of updated antique floral designs is hand knotted using a combination of premium wool and SilketteTM.",65.0,,7.0,"Silk and Wool",India,Transitional,1,https://kalaty.com/productimages/large/HZ-433_1624293339.jpg,"Vintage Aqua","Silk and Wool","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3510.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5200.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7020.0,,1.0,no,"Vintage Aqua:#5BC8C8"
Juno,juno,"Each rug in the Juno collection is a modern abstract study in dimensional texture and high-energy explosions of color. All Juno rugs are hand knotted in a Tibetan knot weave using 100% Silkette™, and specific designs within the collection have been hand carved to impart special high-low textural effects.",68.75,,7.0,"All Silk",India,Contemporary,1,https://kalaty.com/productimages/large/JN-085_1740079075.jpg,"Grey Jones","All Silk","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3712.5,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5500.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7425.0,,1.0,no,"Grey Jones:#808080"
Khotan,khotan,"Equally at home in both traditional and modern settings, this vintage-inspired collection emulates many of the classic motifs and designs found in treasured antique Khotan rugs. Hand knotted using a combination of fine wool and Silkette™ yarns in stylish easy-to-live-with colorways.",43.75,,7.0,"Wool & Silkette",India,Transitional,1,https://kalaty.com/productimages/large/KH-345_1637173205.jpg,"Vintage Greys/Natural","Wool & Silkette","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,2362.5,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,3500.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,4725.0,,1.0,no,"Vintage Greys/Natural:#B0ABA0"
Kosta,kosta,"Meticulously hand knotted using a combination of premium wool and Silkette yarns, this outstanding updated-traditional collection features popular fashion-forward colorways with broad appeal for traditionalists and modernists alike. Each rug in the collection is finished with a special process that creates a low or zero pile.",75.0,,7.0,"Silk and Wool",India,Traditional,1,https://kalaty.com/productimages/large/KT1360_1716476401.jpg,"Aegean Blues, Golden Earth Tones, Antique Blues/Browns","Silk and Wool","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,4050.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,6000.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,8100.0,,1.0,no,"Aegean Blues:#B0ABA0, Golden Earth Tones:#C9A227, Antique Blues/Browns:#B0ABA0"
Serengeti,serengeti,"Featuring animal-inspired prints that tie back to the World of Natori, the subtle color palette provides expression without overpowering your space. Power-loomed of polyester yarns, the knots-per-square-inch (KPSI- 260) of these fine rugs is equivalent to that of many hand-knotted rugs.",15.0,,7.0,Poly,India,Modern,1,https://kalaty.com/productimages/large/SG-628_1597852776.jpg,Charcoal,Poly,"Power Loom",,,"6' x 9'",6.0,9.0,rectangular,810.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,1200.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,1620.0,,1.0,no,Charcoal:#36454F
Ambrose,ambrose,"On-trend colors meet updated classic patterns and motifs in this charming Oushak-inspired collection. Collection highlights include narrow borders, subtle erased effects and softly mottled colorations that give these rugs a delightful vintage look and appeal. Some rugs in the collection are hand knotted using a combination of premium wool and Silkette™ yarns, while others are hand knotted using 100% premium wool yarns.",30.0,,7.0,"Wool & Silkette",India,Transitional,1,"Ambrose AM-1008.jpg","Dove Grey","Wool & Silkette","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,1620.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,2400.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,3240.0,,1.0,no,"Dove Grey:#808080"
Ankara,ankara,"A fashionable modern color palette gives this collection of classic hand-knotted Oushak patterns a stylish update. Meticulously handcrafted using a blend of premium wool and Silkette™ yarns, these exceptional rugs capture the essence and unique character of a timeless, popular style genre.",45.0,,7.0,"Wool & Silkette",India,Transitional,1,"Ankara AK-421.jpg",Parchment,"Wool & Silkette","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,2430.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,3600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,4860.0,,1.0,no,Parchment:#B0ABA0
Artisan,artisan,"A lively assemblage of traditional motifs and patterns with narrow borders give these rugs a transitional, yet timeless appeal. Each Artisan rug is hand knotted using premium hand spun wool.",32.5,,7.0,Wool,India,Traditional,1,"Artisan AN-060.jpg","Creamy White",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,1755.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,2600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,3510.0,,1.0,no,"Creamy White:#FFFFFF"
Avalon,avalon,"A collection of contemporary loop-and-pile area rugs that are hand made in a Lori-Loom weave using premium wool and Silkette. Various multi-level motifs provide texture and visual interest to this handsome group of modern designs.",20.0,,7.0,"Wool & Silkette",India,Contemporary,1,"Avalon - AV-197.jpg","Linen, Crystal Blue, Pearl Grey","Wool & Silkette",Handloomed,,,"6' x 9'",6.0,9.0,rectangular,1080.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,1600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,2160.0,,1.0,no,"Linen:#B0ABA0, Crystal Blue:#3A6EA8, Pearl Grey:#808080"
Bergama,bergama,"Especially appealing, our Bergama rugs are woven with a wool foundation, rather than the standard cotton foundation. These luxurious low-pile rugs are hand-knotted and feature a fusion of classic Middle Eastern tribal and nomadic designs that have an antique look and feel due to the weaving process as well as the finishing wash.",42.5,,7.0,Wool,India,Traditional,1,"Bergama - BG-502.jpg","Ivory - Camel, Gold - Rust, Medium Brown",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,2295.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,3400.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,4590.0,,1.0,no,"Ivory - Camel:#F4F0E6, Gold - Rust:#C9A227, Medium Brown:#7B5B3F"
Blooma,blooma,"The fashion-forward colorways found throughout this eclectic Luxe-Weave™ rug collection of Oushak-inspired floral designs and tribal-Southwestern motifs are especially appealing to those who prefer traditional styles with a modern point of view. Power-loomed using premium wool yarns and our proprietary Luxe-Weave™ process, each of these high-quality rugs receives extensive hand-finishing which includes meticulous hand-binding plus a special finishing wash that imparts exceptional softness and a distinctive luster.",17.5,,7.0,Wool,India,Traditional,1,"Blooma - BM1375.jpg","Antique Denim, Ivory",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,945.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,1400.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,1890.0,,1.0,no,"Antique Denim:#B0ABA0, Ivory:#F4F0E6"
Bowery,bowery,"Available in easy-to-decorate-with modern colorways, the subtle high-low strié or striped effects found in these transitional rugs make them a stylish choice for any number of uses in homes, offices and any number of installations.",20.0,,7.0,Poly,India,Contemporary,1,"Bowery - BW1215.jpg","White Strie, Spa Blue, Light Grey",Poly,"Power Loom",,,"6' x 9'",6.0,9.0,rectangular,1080.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,1600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,2160.0,,1.0,no,"White Strie:#FFFFFF, Spa Blue:#3A6EA8, Light Grey:#808080"
Canyons,canyons,"assic Kazak geometric patterns and characteristic tribal motifs are incorporated into these handsome designs. Each rug is meticulously hand knotted using premium hand-spun wool yarns with an appealing abrash for a distinctive vintage look.",25.0,,7.0,Wool,India,Traditional,1,"Canyons - CN-283.jpg",Zinc,Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,1350.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,2000.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,2700.0,,1.0,no,Zinc:#B0ABA0
Capri,capri,"For those who appreciate the modern side of traditional, this fashionable collection of borderless “broken” Oushak designs is hand knotted in a Turkish-style weave using a combination of premium wool and Silkette",45.0,,7.0,"Wool & Silkette",India,Traditional,1,"Capri - CR-931.jpg","Vintage Charcoal","Wool & Silkette","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,2430.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,3600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,4860.0,,1.0,no,"Vintage Charcoal:#36454F"
Celeste,celeste,"Creative abstract patterns and designs in modern-chic fashion colors, power-loomed in a multi-textural high-low weave using a creative combination of Silkette™ and acrylic yarns. An especially fine power-loomed collection displaying a knots-per-square-inch equal to many high-end hand-knotted styles",20.0,,7.0,"Wool & Silkette",India,Contemporary,1,"Celeste - CS1020.jpg","Grey Tones, Steel - Linen","Wool & Silkette",Handloomed,,,"6' x 9'",6.0,9.0,rectangular,1080.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,1600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,2160.0,,1.0,no,"Grey Tones:#808080, Steel - Linen:#7C8B96"
Delano,delano,"The low-pile hand-knotted area rugs in this classic collection are a stylish mix of traditional patterns and high-fashion colors. Hand knotted using 100% premium hand-spun wool and finished with a special wash, each rug in the Delano collection features a special luster and a signature luxurious appearance.",60.0,,7.0,Wool,India,Traditional,1,"Delano - DL-102.jpg","Chino, Grey Frost",Wool,"Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3240.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,4800.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,6480.0,,1.0,no,"Chino:#B0ABA0, Grey Frost:#808080"
Elara,elara,"Borderless modern inspirations with erased effects and high-low carving, the Elara collection makes a high-fashion tonal statement. Hand knotted in a Tibetan weave using premium wool and Silkette™ with a loop-and-pile weave, each rug receives careful hand carving for a three dimensional look and feel.",70.0,,7.0,"Wool & Silkette",India,Transitional,1,"Elara - ER-365.jpg","Capri Blue, Grey - Soft Blue","Wool & Silkette","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,3780.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,5600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,7560.0,,1.0,no,"Capri Blue:#3A6EA8, Grey - Soft Blue:#808080"
Elements,elements,"Simplicity tells an elegant story here. Hand knotted of wool and Silkette in a Tibetan weave, each rug in the Elements collection displays multi-tonal striations that, depending on the style of your furniture, incorporate seamlessly into contemporary as well as traditional environments. Naturally beautiful!",32.5,,7.0,"Wool & Silkette",India,Contemporary,1,"Elements EL-855.jpg","Bamboo - Beige, Grey Marl, Graphite Streak","Wool & Silkette","Hand Knotted",,,"6' x 9'",6.0,9.0,rectangular,1755.0,,1.0,yes,"8' x 10'",8.0,10.0,rectangular,2600.0,,1.0,no,"9' x 12'",9.0,12.0,rectangular,3510.0,,1.0,no,"Bamboo - Beige:#E8DCC4, Grey Marl:#808080, Graphite Streak:#B0ABA0"
